86043 silly lifecycle find-up@2.1.0~preinstall: no script for preinstall, continuing
93611 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/rimraf
93612 silly build fs-extra@0.30.0
93613 info linkStuff fs-extra@0.30.0
93614 silly linkStuff fs-extra@0.30.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/fabric-client/node_modules as its parent node_modules
93615 silly linkStuff fs-extra@0.30.0 is part of a global install
93616 silly linkStuff fs-extra@0.30.0 is installed into a global node_modules
93617 verbose linkBins fs-extra@0.30.0
93618 verbose linkMans fs-extra@0.30.0
93619 silly build fs-extra@0.30.0
93620 info linkStuff fs-extra@0.30.0
93621 silly linkStuff fs-extra@0.30.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/fabric-ca-client/node_modules as its parent node_modules
93622 silly linkStuff fs-extra@0.30.0 is part of a global install
93623 silly linkStuff fs-extra@0.30.0 is installed into a global node_modules
93624 verbose linkBins fs-extra@0.30.0
93625 verbose linkMans fs-extra@0.30.0
93626 silly build globby@5.0.0
93627 info linkStuff globby@5.0.0
93628 silly linkStuff globby@5.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93629 silly linkStuff globby@5.0.0 is part of a global install
93630 silly linkStuff globby@5.0.0 is installed into a global node_modules
93631 verbose linkBins globby@5.0.0
93632 verbose linkMans globby@5.0.0
93633 silly build del@2.2.2
93634 info linkStuff del@2.2.2
93635 silly linkStuff del@2.2.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93636 silly linkStuff del@2.2.2 is part of a global install
93637 silly linkStuff del@2.2.2 is installed into a global node_modules
93638 verbose linkBins del@2.2.2
93639 verbose linkMans del@2.2.2
93640 silly build write@0.2.1
93641 info linkStuff write@0.2.1
93642 silly linkStuff write@0.2.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93643 silly linkStuff write@0.2.1 is part of a global install
93644 silly linkStuff write@0.2.1 is installed into a global node_modules
93645 verbose linkBins write@0.2.1
93646 verbose linkMans write@0.2.1
93647 silly build flat-cache@1.3.0
93648 info linkStuff flat-cache@1.3.0
93649 silly linkStuff flat-cache@1.3.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93650 silly linkStuff flat-cache@1.3.0 is part of a global install
93651 silly linkStuff flat-cache@1.3.0 is installed into a global node_modules
93652 verbose linkBins flat-cache@1.3.0
93653 verbose linkMans flat-cache@1.3.0
93654 silly build file-entry-cache@2.0.0
93655 info linkStuff file-entry-cache@2.0.0
93656 silly linkStuff file-entry-cache@2.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93657 silly linkStuff file-entry-cache@2.0.0 is part of a global install
93658 silly linkStuff file-entry-cache@2.0.0 is installed into a global node_modules
93659 verbose linkBins file-entry-cache@2.0.0
93660 verbose linkMans file-entry-cache@2.0.0
93661 silly build safe-buffer@5.0.1
93662 info linkStuff safe-buffer@5.0.1
93663 silly linkStuff safe-buffer@5.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules/ws/node_modules as its parent node_modules
93664 silly linkStuff safe-buffer@5.0.1 is part of a global install
93665 silly linkStuff safe-buffer@5.0.1 is installed into a global node_modules
93666 verbose linkBins safe-buffer@5.0.1
93667 verbose linkMans safe-buffer@5.0.1
93668 silly build ws@3.0.0
93669 info linkStuff ws@3.0.0
93670 silly linkStuff ws@3.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93671 silly linkStuff ws@3.0.0 is part of a global install
93672 silly linkStuff ws@3.0.0 is installed into a global node_modules
93673 verbose linkBins ws@3.0.0
93674 verbose linkMans ws@3.0.0
93675 silly build x-xss-protection@1.0.0
93676 info linkStuff x-xss-protection@1.0.0
93677 silly linkStuff x-xss-protection@1.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93678 silly linkStuff x-xss-protection@1.0.0 is part of a global install
93679 silly linkStuff x-xss-protection@1.0.0 is installed into a global node_modules
93680 verbose linkBins x-xss-protection@1.0.0
93681 verbose linkMans x-xss-protection@1.0.0
93682 silly build helmet@1.3.0
93683 info linkStuff helmet@1.3.0
93684 silly linkStuff helmet@1.3.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93685 silly linkStuff helmet@1.3.0 is part of a global install
93686 silly linkStuff helmet@1.3.0 is installed into a global node_modules
93687 verbose linkBins helmet@1.3.0
93688 verbose linkMans helmet@1.3.0
93689 silly build xmlbuilder@9.0.7
93690 info linkStuff xmlbuilder@9.0.7
93691 silly linkStuff xmlbuilder@9.0.7 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93692 silly linkStuff xmlbuilder@9.0.7 is part of a global install
93693 silly linkStuff xmlbuilder@9.0.7 is installed into a global node_modules
93694 verbose linkBins xmlbuilder@9.0.7
93695 verbose linkMans xmlbuilder@9.0.7
93696 silly build xml2js@0.4.19
93697 info linkStuff xml2js@0.4.19
93698 silly linkStuff xml2js@0.4.19 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93699 silly linkStuff xml2js@0.4.19 is part of a global install
93700 silly linkStuff xml2js@0.4.19 is installed into a global node_modules
93701 verbose linkBins xml2js@0.4.19
93702 verbose linkMans xml2js@0.4.19
93703 silly build xmlcreate@1.0.2
93704 info linkStuff xmlcreate@1.0.2
93705 silly linkStuff xmlcreate@1.0.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93706 silly linkStuff xmlcreate@1.0.2 is part of a global install
93707 silly linkStuff xmlcreate@1.0.2 is installed into a global node_modules
93708 verbose linkBins xmlcreate@1.0.2
93709 verbose linkMans xmlcreate@1.0.2
93710 silly build js2xmlparser@3.0.0
93711 info linkStuff js2xmlparser@3.0.0
93712 silly linkStuff js2xmlparser@3.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules/strong-error-handler/node_modules as its parent node_modules
93713 silly linkStuff js2xmlparser@3.0.0 is part of a global install
93714 silly linkStuff js2xmlparser@3.0.0 is installed into a global node_modules
93715 verbose linkBins js2xmlparser@3.0.0
93716 verbose linkMans js2xmlparser@3.0.0
93717 silly build xtend@4.0.1
93718 info linkStuff xtend@4.0.1
93719 silly linkStuff xtend@4.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93720 silly linkStuff xtend@4.0.1 is part of a global install
93721 silly linkStuff xtend@4.0.1 is installed into a global node_modules
93722 verbose linkBins xtend@4.0.1
93723 verbose linkMans xtend@4.0.1
93724 silly build tar-stream@1.5.2
93725 info linkStuff tar-stream@1.5.2
93726 silly linkStuff tar-stream@1.5.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93727 silly linkStuff tar-stream@1.5.2 is part of a global install
93728 silly linkStuff tar-stream@1.5.2 is installed into a global node_modules
93729 verbose linkBins tar-stream@1.5.2
93730 verbose linkMans tar-stream@1.5.2
93731 silly build y18n@3.2.1
93732 info linkStuff y18n@3.2.1
93733 silly linkStuff y18n@3.2.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93734 silly linkStuff y18n@3.2.1 is part of a global install
93735 silly linkStuff y18n@3.2.1 is installed into a global node_modules
93736 verbose linkBins y18n@3.2.1
93737 verbose linkMans y18n@3.2.1
93738 silly build yargs@3.32.0
93739 info linkStuff yargs@3.32.0
93740 silly linkStuff yargs@3.32.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/nunjucks/node_modules as its parent node_modules
93741 silly linkStuff yargs@3.32.0 is part of a global install
93742 silly linkStuff yargs@3.32.0 is installed into a global node_modules
93743 verbose linkBins yargs@3.32.0
93744 verbose linkMans yargs@3.32.0
93745 silly build nunjucks@3.0.1
93746 info linkStuff nunjucks@3.0.1
93747 silly linkStuff nunjucks@3.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93748 silly linkStuff nunjucks@3.0.1 is part of a global install
93749 silly linkStuff nunjucks@3.0.1 is installed into a global node_modules
93750 verbose linkBins nunjucks@3.0.1
93751 verbose link bins [ { 'nunjucks-precompile': './bin/precompile' },
93751 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/.bin',
93751 verbose link bins   false ]
93752 verbose linkMans nunjucks@3.0.1
93753 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/nunjucks-precompile is being purged
93754 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/nunjucks-precompile
93755 silly build composer-common@0.19.1
93756 info linkStuff composer-common@0.19.1
93757 silly linkStuff composer-common@0.19.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93758 silly linkStuff composer-common@0.19.1 is part of a global install
93759 silly linkStuff composer-common@0.19.1 is installed into a global node_modules
93760 verbose linkBins composer-common@0.19.1
93761 verbose linkMans composer-common@0.19.1
93762 silly build composer-wallet-inmemory@0.19.1
93763 info linkStuff composer-wallet-inmemory@0.19.1
93764 silly linkStuff composer-wallet-inmemory@0.19.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93765 silly linkStuff composer-wallet-inmemory@0.19.1 is part of a global install
93766 silly linkStuff composer-wallet-inmemory@0.19.1 is installed into a global node_modules
93767 verbose linkBins composer-wallet-inmemory@0.19.1
93768 verbose linkMans composer-wallet-inmemory@0.19.1
93769 silly build composer-wallet-filesystem@0.19.1
93770 info linkStuff composer-wallet-filesystem@0.19.1
93771 silly linkStuff composer-wallet-filesystem@0.19.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93772 silly linkStuff composer-wallet-filesystem@0.19.1 is part of a global install
93773 silly linkStuff composer-wallet-filesystem@0.19.1 is installed into a global node_modules
93774 verbose linkBins composer-wallet-filesystem@0.19.1
93775 verbose linkMans composer-wallet-filesystem@0.19.1
93776 silly build yargs@3.32.0
93777 info linkStuff yargs@3.32.0
93778 silly linkStuff yargs@3.32.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/nconf/node_modules as its parent node_modules
93779 silly linkStuff yargs@3.32.0 is part of a global install
93780 silly linkStuff yargs@3.32.0 is installed into a global node_modules
93781 verbose linkBins yargs@3.32.0
93782 verbose linkMans yargs@3.32.0
93783 silly build nconf@0.8.5
93784 info linkStuff nconf@0.8.5
93785 silly linkStuff nconf@0.8.5 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93786 silly linkStuff nconf@0.8.5 is part of a global install
93787 silly linkStuff nconf@0.8.5 is installed into a global node_modules
93788 verbose linkBins nconf@0.8.5
93789 verbose linkMans nconf@0.8.5
93790 silly build fabric-ca-client@1.1.0
93791 info linkStuff fabric-ca-client@1.1.0
93792 silly linkStuff fabric-ca-client@1.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93793 silly linkStuff fabric-ca-client@1.1.0 is part of a global install
93794 silly linkStuff fabric-ca-client@1.1.0 is installed into a global node_modules
93795 verbose linkBins fabric-ca-client@1.1.0
93796 verbose linkMans fabric-ca-client@1.1.0
93797 silly build yargs@3.32.0
93798 info linkStuff yargs@3.32.0
93799 silly linkStuff yargs@3.32.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/grpc/node_modules as its parent node_modules
93800 silly linkStuff yargs@3.32.0 is part of a global install
93801 silly linkStuff yargs@3.32.0 is installed into a global node_modules
93802 verbose linkBins yargs@3.32.0
93803 verbose linkMans yargs@3.32.0
93804 silly build protobufjs@5.0.2
93805 info linkStuff protobufjs@5.0.2
93806 silly linkStuff protobufjs@5.0.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules/grpc/node_modules as its parent node_modules
93807 silly linkStuff protobufjs@5.0.2 is part of a global install
93808 silly linkStuff protobufjs@5.0.2 is installed into a global node_modules
93809 verbose linkBins protobufjs@5.0.2
93810 verbose link bins [ { pbjs: './bin/pbjs' },
93810 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/grpc/node_modules/.bin',
93810 verbose link bins   false ]
93811 verbose linkMans protobufjs@5.0.2
93812 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/grpc/node_modules/.bin/pbjs is being purged
93813 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/grpc/node_modules/.bin/pbjs
93814 silly build grpc@1.10.1
93815 info linkStuff grpc@1.10.1
93816 silly linkStuff grpc@1.10.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93817 silly linkStuff grpc@1.10.1 is part of a global install
93818 silly linkStuff grpc@1.10.1 is installed into a global node_modules
93819 verbose linkBins grpc@1.10.1
93820 verbose linkMans grpc@1.10.1
93821 silly build yallist@2.1.2
93822 info linkStuff yallist@2.1.2
93823 silly linkStuff yallist@2.1.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93824 silly linkStuff yallist@2.1.2 is part of a global install
93825 silly linkStuff yallist@2.1.2 is installed into a global node_modules
93826 verbose linkBins yallist@2.1.2
93827 verbose linkMans yallist@2.1.2
93828 silly build lru-cache@4.1.2
93829 info linkStuff lru-cache@4.1.2
93830 silly linkStuff lru-cache@4.1.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93831 silly linkStuff lru-cache@4.1.2 is part of a global install
93832 silly linkStuff lru-cache@4.1.2 is installed into a global node_modules
93833 verbose linkBins lru-cache@4.1.2
93834 verbose linkMans lru-cache@4.1.2
93835 silly build restify@6.3.4
93836 info linkStuff restify@6.3.4
93837 silly linkStuff restify@6.3.4 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93838 silly linkStuff restify@6.3.4 is part of a global install
93839 silly linkStuff restify@6.3.4 is installed into a global node_modules
93840 verbose linkBins restify@6.3.4
93841 verbose link bins [ { 'report-latency': './bin/report-latency' },
93841 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/.bin',
93841 verbose link bins   false ]
93842 verbose linkMans restify@6.3.4
93843 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/report-latency is being purged
93844 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/report-latency
93845 silly build fabric-client@1.1.0
93846 info linkStuff fabric-client@1.1.0
93847 silly linkStuff fabric-client@1.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93848 silly linkStuff fabric-client@1.1.0 is part of a global install
93849 silly linkStuff fabric-client@1.1.0 is installed into a global node_modules
93850 verbose linkBins fabric-client@1.1.0
93851 verbose linkMans fabric-client@1.1.0
93852 silly build composer-connector-hlfv1@0.19.1
93853 info linkStuff composer-connector-hlfv1@0.19.1
93854 silly linkStuff composer-connector-hlfv1@0.19.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93855 silly linkStuff composer-connector-hlfv1@0.19.1 is part of a global install
93856 silly linkStuff composer-connector-hlfv1@0.19.1 is installed into a global node_modules
93857 verbose linkBins composer-connector-hlfv1@0.19.1
93858 verbose linkMans composer-connector-hlfv1@0.19.1
93859 silly build composer-client@0.19.1
93860 info linkStuff composer-client@0.19.1
93861 silly linkStuff composer-client@0.19.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93862 silly linkStuff composer-client@0.19.1 is part of a global install
93863 silly linkStuff composer-client@0.19.1 is installed into a global node_modules
93864 verbose linkBins composer-client@0.19.1
93865 verbose linkMans composer-client@0.19.1
93866 silly build composer-admin@0.19.1
93867 info linkStuff composer-admin@0.19.1
93868 silly linkStuff composer-admin@0.19.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93869 silly linkStuff composer-admin@0.19.1 is part of a global install
93870 silly linkStuff composer-admin@0.19.1 is installed into a global node_modules
93871 verbose linkBins composer-admin@0.19.1
93872 verbose linkMans composer-admin@0.19.1
93873 silly build cross-spawn@5.1.0
93874 info linkStuff cross-spawn@5.1.0
93875 silly linkStuff cross-spawn@5.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93876 silly linkStuff cross-spawn@5.1.0 is part of a global install
93877 silly linkStuff cross-spawn@5.1.0 is installed into a global node_modules
93878 verbose linkBins cross-spawn@5.1.0
93879 verbose linkMans cross-spawn@5.1.0
93880 silly build execa@0.7.0
93881 info linkStuff execa@0.7.0
93882 silly linkStuff execa@0.7.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93883 silly linkStuff execa@0.7.0 is part of a global install
93884 silly linkStuff execa@0.7.0 is installed into a global node_modules
93885 verbose linkBins execa@0.7.0
93886 verbose linkMans execa@0.7.0
93887 silly build os-locale@2.1.0
93888 info linkStuff os-locale@2.1.0
93889 silly linkStuff os-locale@2.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules as its parent node_modules
93890 silly linkStuff os-locale@2.1.0 is part of a global install
93891 silly linkStuff os-locale@2.1.0 is installed into a global node_modules
93892 verbose linkBins os-locale@2.1.0
93893 verbose linkMans os-locale@2.1.0
93894 silly build os-locale@2.1.0
93895 info linkStuff os-locale@2.1.0
93896 silly linkStuff os-locale@2.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-globalize/node_modules as its parent node_modules
93897 silly linkStuff os-locale@2.1.0 is part of a global install
93898 silly linkStuff os-locale@2.1.0 is installed into a global node_modules
93899 verbose linkBins os-locale@2.1.0
93900 verbose linkMans os-locale@2.1.0
93901 silly build os-locale@2.1.0
93902 info linkStuff os-locale@2.1.0
93903 silly linkStuff os-locale@2.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-swagger/node_modules as its parent node_modules
93904 silly linkStuff os-locale@2.1.0 is part of a global install
93905 silly linkStuff os-locale@2.1.0 is installed into a global node_modules
93906 verbose linkBins os-locale@2.1.0
93907 verbose linkMans os-locale@2.1.0
93908 silly build os-locale@2.1.0
93909 info linkStuff os-locale@2.1.0
93910 silly linkStuff os-locale@2.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-datasource-juggler/node_modules as its parent node_modules
93911 silly linkStuff os-locale@2.1.0 is part of a global install
93912 silly linkStuff os-locale@2.1.0 is installed into a global node_modules
93913 verbose linkBins os-locale@2.1.0
93914 verbose linkMans os-locale@2.1.0
93915 silly build os-locale@2.1.0
93916 info linkStuff os-locale@2.1.0
93917 silly linkStuff os-locale@2.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-connector/node_modules as its parent node_modules
93918 silly linkStuff os-locale@2.1.0 is part of a global install
93919 silly linkStuff os-locale@2.1.0 is installed into a global node_modules
93920 verbose linkBins os-locale@2.1.0
93921 verbose linkMans os-locale@2.1.0
93922 silly build os-locale@2.1.0
93923 info linkStuff os-locale@2.1.0
93924 silly linkStuff os-locale@2.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-component-explorer/node_modules as its parent node_modules
93925 silly linkStuff os-locale@2.1.0 is part of a global install
93926 silly linkStuff os-locale@2.1.0 is installed into a global node_modules
93927 verbose linkBins os-locale@2.1.0
93928 verbose linkMans os-locale@2.1.0
93929 silly build eslint@4.19.1
93930 info linkStuff eslint@4.19.1
93931 silly linkStuff eslint@4.19.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93932 silly linkStuff eslint@4.19.1 is part of a global install
93933 silly linkStuff eslint@4.19.1 is installed into a global node_modules
93934 verbose linkBins eslint@4.19.1
93935 verbose link bins [ { eslint: './bin/eslint.js' },
93935 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/.bin',
93935 verbose link bins   false ]
93936 verbose linkMans eslint@4.19.1
93937 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/eslint is being purged
93938 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/eslint
93939 silly build yamljs@0.3.0
93940 info linkStuff yamljs@0.3.0
93941 silly linkStuff yamljs@0.3.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93942 silly linkStuff yamljs@0.3.0 is part of a global install
93943 silly linkStuff yamljs@0.3.0 is installed into a global node_modules
93944 verbose linkBins yamljs@0.3.0
93945 verbose link bins [ { yaml2json: './bin/yaml2json', json2yaml: './bin/json2yaml' },
93945 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/.bin',
93945 verbose link bins   false ]
93946 verbose linkMans yamljs@0.3.0
93947 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/json2yaml is being purged
93948 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/json2yaml
93949 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/yaml2json is being purged
93950 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/yaml2json
93951 silly build strong-globalize@3.3.0
93952 info linkStuff strong-globalize@3.3.0
93953 silly linkStuff strong-globalize@3.3.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules as its parent node_modules
93954 silly linkStuff strong-globalize@3.3.0 is part of a global install
93955 silly linkStuff strong-globalize@3.3.0 is installed into a global node_modules
93956 verbose linkBins strong-globalize@3.3.0
93957 verbose link bins [ { 'slt-globalize': './bin/slt-globalize.js' },
93957 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules/.bin',
93957 verbose link bins   false ]
93958 verbose linkMans strong-globalize@3.3.0
93959 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules/.bin/slt-globalize is being purged
93960 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules/.bin/slt-globalize
93961 silly build strong-error-handler@2.3.2
93962 info linkStuff strong-error-handler@2.3.2
93963 silly linkStuff strong-error-handler@2.3.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules as its parent node_modules
93964 silly linkStuff strong-error-handler@2.3.2 is part of a global install
93965 silly linkStuff strong-error-handler@2.3.2 is installed into a global node_modules
93966 verbose linkBins strong-error-handler@2.3.2
93967 verbose linkMans strong-error-handler@2.3.2
93968 silly build loopback-phase@3.1.0
93969 info linkStuff loopback-phase@3.1.0
93970 silly linkStuff loopback-phase@3.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules as its parent node_modules
93971 silly linkStuff loopback-phase@3.1.0 is part of a global install
93972 silly linkStuff loopback-phase@3.1.0 is installed into a global node_modules
93973 verbose linkBins loopback-phase@3.1.0
93974 verbose linkMans loopback-phase@3.1.0
93975 silly build strong-remoting@3.11.0
93976 info linkStuff strong-remoting@3.11.0
93977 silly linkStuff strong-remoting@3.11.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93978 silly linkStuff strong-remoting@3.11.0 is part of a global install
93979 silly linkStuff strong-remoting@3.11.0 is installed into a global node_modules
93980 verbose linkBins strong-remoting@3.11.0
93981 verbose linkMans strong-remoting@3.11.0
93982 silly build strong-globalize@2.10.0
93983 info linkStuff strong-globalize@2.10.0
93984 silly linkStuff strong-globalize@2.10.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93985 silly linkStuff strong-globalize@2.10.0 is part of a global install
93986 silly linkStuff strong-globalize@2.10.0 is installed into a global node_modules
93987 verbose linkBins strong-globalize@2.10.0
93988 verbose link bins [ { 'slt-globalize': './bin/slt-globalize.js' },
93988 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/.bin',
93988 verbose link bins   false ]
93989 verbose linkMans strong-globalize@2.10.0
93990 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/slt-globalize is being purged
93991 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/slt-globalize
93992 silly build loopback-phase@1.4.1
93993 info linkStuff loopback-phase@1.4.1
93994 silly linkStuff loopback-phase@1.4.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
93995 silly linkStuff loopback-phase@1.4.1 is part of a global install
93996 silly linkStuff loopback-phase@1.4.1 is installed into a global node_modules
93997 verbose linkBins loopback-phase@1.4.1
93998 verbose linkMans loopback-phase@1.4.1
93999 silly build loopback-connector@4.0.0
94000 info linkStuff loopback-connector@4.0.0
94001 silly linkStuff loopback-connector@4.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-connector-composer/node_modules as its parent node_modules
94002 silly linkStuff loopback-connector@4.0.0 is part of a global install
94003 silly linkStuff loopback-connector@4.0.0 is installed into a global node_modules
94004 verbose linkBins loopback-connector@4.0.0
94005 verbose linkMans loopback-connector@4.0.0
94006 silly build loopback-component-passport@3.2.0
94007 info linkStuff loopback-component-passport@3.2.0
94008 silly linkStuff loopback-component-passport@3.2.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
94009 silly linkStuff loopback-component-passport@3.2.0 is part of a global install
94010 silly linkStuff loopback-component-passport@3.2.0 is installed into a global node_modules
94011 verbose linkBins loopback-component-passport@3.2.0
94012 verbose linkMans loopback-component-passport@3.2.0
94013 silly build loopback-boot@2.25.0
94014 info linkStuff loopback-boot@2.25.0
94015 silly linkStuff loopback-boot@2.25.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
94016 silly linkStuff loopback-boot@2.25.0 is part of a global install
94017 silly linkStuff loopback-boot@2.25.0 is installed into a global node_modules
94018 verbose linkBins loopback-boot@2.25.0
94019 verbose linkMans loopback-boot@2.25.0
94020 silly build strong-globalize@3.3.0
94021 info linkStuff strong-globalize@3.3.0
94022 silly linkStuff strong-globalize@3.3.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-swagger/node_modules as its parent node_modules
94023 silly linkStuff strong-globalize@3.3.0 is part of a global install
94024 silly linkStuff strong-globalize@3.3.0 is installed into a global node_modules
94025 verbose linkBins strong-globalize@3.3.0
94026 verbose link bins [ { 'slt-globalize': './bin/slt-globalize.js' },
94026 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-swagger/node_modules/.bin',
94026 verbose link bins   false ]
94027 verbose linkMans strong-globalize@3.3.0
94028 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-swagger/node_modules/.bin/slt-globalize is being purged
94029 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-swagger/node_modules/.bin/slt-globalize
94030 silly build loopback-swagger@5.5.0
94031 info linkStuff loopback-swagger@5.5.0
94032 silly linkStuff loopback-swagger@5.5.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
94033 silly linkStuff loopback-swagger@5.5.0 is part of a global install
94034 silly linkStuff loopback-swagger@5.5.0 is installed into a global node_modules
94035 verbose linkBins loopback-swagger@5.5.0
94036 verbose linkMans loopback-swagger@5.5.0
94037 silly build strong-globalize@3.3.0
94038 info linkStuff strong-globalize@3.3.0
94039 silly linkStuff strong-globalize@3.3.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-datasource-juggler/node_modules as its parent node_modules
94040 silly linkStuff strong-globalize@3.3.0 is part of a global install
94041 silly linkStuff strong-globalize@3.3.0 is installed into a global node_modules
94042 verbose linkBins strong-globalize@3.3.0
94043 verbose link bins [ { 'slt-globalize': './bin/slt-globalize.js' },
